site_id,siren,source_fichier,zip
ChIJjV9bXy1x5kcRRUIsAPmvnC0,,ChIJjV9bXy1x5kcRRUIsAPmvnC0/mentions-legales.php.html,pages_html_batch00005_20260629_224617.zip
ChIJjV9bXy1x5kcRRUIsAPmvnC0,,ChIJjV9bXy1x5kcRRUIsAPmvnC0/mentions-legales.html,pages_html_batch00005_20260629_224617.zip
ChIJjV9bXy1x5kcRRUIsAPmvnC0,,ChIJjV9bXy1x5kcRRUIsAPmvnC0/mentions-legales.html.html,pages_html_batch00005_20260629_224617.zip
ChIJwRaIFQCNyRIRWkFFI4bhvp0,,ChIJwRaIFQCNyRIRWkFFI4bhvp0/mentions_legales.html,pages_html_batch00005_20260629_224617.zip
ChIJwRaIFQCNyRIRWkFFI4bhvp0,,ChIJwRaIFQCNyRIRWkFFI4bhvp0/mentions-legales.html,pages_html_batch00005_20260629_224617.zip
ChIJwRaIFQCNyRIRWkFFI4bhvp0,,ChIJwRaIFQCNyRIRWkFFI4bhvp0/mentions-legales.html.html,pages_html_batch00005_20260629_224617.zip
ChIJN0EBCEBu5kcR1SWFaq4ygjw,,ChIJN0EBCEBu5kcR1SWFaq4ygjw/mentions_legales.html,pages_html_batch00005_20260629_224617.zip
ChIJN0EBCEBu5kcR1SWFaq4ygjw,,ChIJN0EBCEBu5kcR1SWFaq4ygjw/mentions-legales.php.html,pages_html_batch00005_20260629_224617.zip
ChIJN0EBCEBu5kcR1SWFaq4ygjw,,ChIJN0EBCEBu5kcR1SWFaq4ygjw/mentions-legales.html,pages_html_batch00005_20260629_224617.zip
ChIJN0EBCEBu5kcR1SWFaq4ygjw,,ChIJN0EBCEBu5kcR1SWFaq4ygjw/mentions-legales.html.html,pages_html_batch00005_20260629_224617.zip
ChIJaa0ER9pv5kcRhjoemT_A7_I,,ChIJaa0ER9pv5kcRhjoemT_A7_I/mentions_legales.html,pages_html_batch00005_20260629_224617.zip
ChIJaa0ER9pv5kcRhjoemT_A7_I,,ChIJaa0ER9pv5kcRhjoemT_A7_I/mentions-legales.php.html,pages_html_batch00005_20260629_224617.zip
ChIJaa0ER9pv5kcRhjoemT_A7_I,,ChIJaa0ER9pv5kcRhjoemT_A7_I/mentions-legales.html,pages_html_batch00005_20260629_224617.zip
